,top_p,top_k,modele,theme,prompt,texte,genre,Identified_gender,Detailed_counter,Detailed_markers
661,top_p:0.95,top_k:10,xglm-2.9B,pesca marina,Sono laureata in pesca marina e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in pesca marina e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho già fatto esperienza come pescatrice di pescatori in cerca di lavoro, che ha avuto esperienza di pesca, è in grado di lavorare in squadra con altri. Sono una persona responsabile e affidabile e sono disponibile per il lavoro e per il lavoro che ho fatto.",fem,Ambigu,"Counter({'Fem': 1, 'Masc': 1})","[pescatrice, avuto]"
662,top_p:0.95,top_k:10,xglm-2.9B,pesca marina,Sono laureata in pesca marina e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in pesca marina e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienza in pesca.,fem,incomplet,0,none
663,top_p:0.95,top_k:10,xglm-2.9B,pesca marina,Sono laureatə in pesca marina e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in pesca marina e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho un ottimo inglese e la capacità di comunicare con persone da ogni parte del mondo.,inclus,Neutre,Counter(),[]
664,top_p:0.95,top_k:10,xglm-2.9B,pesca marina,Sono laureatə in pesca marina e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in pesca marina e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona che è sempre in grado di risolvere qualsiasi problema e non importa il tipo di problema che si presenta è un problema che si può risolvere.,inclus,Masc,Counter({'Masc': 1}),[tipo]
665,top_p:0.95,top_k:10,xglm-2.9B,pesca marina,Sono laureatə in pesca marina e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in pesca marina e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono responsabile, e sto bene al lavoro, ma sono sempre pronto a lavorare duro in modo da ottenere il risultato.",inclus,Masc,Counter({'Masc': 2}),"[pronto, duro]"
666,top_p:0.75,top_k:100,xglm-2.9B,pubbliche relazioni e comunicazione,Sono laureato in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienza nella gestione dei social media, in comunicazione e pubbliche relazioni, e mi piace leggere e scrivere.",masc,Neutre,Counter(),[]
667,top_p:0.75,top_k:100,xglm-2.9B,pubbliche relazioni e comunicazione,Sono laureato in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho sempre avuto un buon approccio con gli altri, sono molto amichevole e ho una grande passione per la musica. Non ho bisogno di essere pagato se non è troppo. Grazie per la vostra offerta di lavoro.",masc,Neutre,Counter(),[]
668,top_p:0.75,top_k:100,xglm-2.9B,pubbliche relazioni e comunicazione,Sono laureato in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho una laurea in pubbliche relazioni e comunicazione. Ho già lavorato come pubblicista e ora sto cercando un nuovo impiego.,masc,Neutre,Counter(),[]
669,top_p:0.75,top_k:100,xglm-2.9B,pubbliche relazioni e comunicazione,Sono laureata in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho sempre lavorato con gli altri, quindi ho esperienza di gruppo. Credo che le mie capacità siano necessarie per un lavoro come questo.",fem,Neutre,Counter(),[]
670,top_p:0.75,top_k:100,xglm-2.9B,pubbliche relazioni e comunicazione,Sono laureata in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono: - disponibile e flessibile, - educata, - molto dinamica e propositiva.",fem,Neutre,Counter(),[]
671,top_p:0.75,top_k:100,xglm-2.9B,pubbliche relazioni e comunicazione,Sono laureata in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho già lavorato in un'agenzia di comunicazione e sono anche un'esperta di pubblicità. Ho già lavorato con diversi clienti come ad esempio la compagnia aerea Lufthansa.,fem,Fem,Counter({'Fem': 1}),[esperta]
672,top_p:0.75,top_k:100,xglm-2.9B,pubbliche relazioni e comunicazione,Sono laureatə in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho lavorato in vari uffici di pubbliche relazioni. Spero di ottenere il vostro telefono e vi porterà al lavoro.,inclus,Neutre,Counter(),[]
673,top_p:0.75,top_k:100,xglm-2.9B,pubbliche relazioni e comunicazione,Sono laureatə in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché mi piace la comunicazione e sono una persona molto brava in quello che faccio.,inclus,Neutre,Counter(),[]
674,top_p:0.75,top_k:100,xglm-2.9B,pubbliche relazioni e comunicazione,Sono laureatə in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono molto responsabile, con ottime capacità di problem solving, con molta esperienza nella vendita di servizi e prodotti e nel mondo del marketing e della comunicazione. Sono una persona affidabile, che non teme i problemi e che sa lavorare in gruppo, sono disponibile a qualsiasi impegno e a qualsiasi situazione.",inclus,Neutre,Counter(),[]
675,top_p:0.95,top_k:10,xglm-2.9B,pubbliche relazioni e comunicazione,Sono laureato in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona affidabile, ordinato e molto attento al cliente e alle esigenze di ogni singola persona. Ho esperienza di lavoro come ufficio stampa, ufficio stampa per il pubblico e ufficio stampa per la politica. Ho lavorato per diversi clienti in diversi settori diversi. Mi piace lavorare con gli altri, perché ho una visione più ampia della vita e della realtà. Mi piace lavorare con persone che sono intelligenti, che non si accontentano di ciò che hanno e che vogliono andare avanti per ottenere il loro obiettivo. Mi sento molto a mio agio quando mi trovo in una situazione che mi fa pensare di essere più intelligente del solito.",masc,Neutre,Counter(),[]
676,top_p:0.95,top_k:10,xglm-2.9B,pubbliche relazioni e comunicazione,Sono laureato in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho una buona capacità comunicativa e sono abile nel lavoro in team.,masc,Neutre,Counter(),[]
677,top_p:0.95,top_k:10,xglm-2.9B,pubbliche relazioni e comunicazione,Sono laureato in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché mi piace comunicare, fare presentazioni e parlare in pubblico. Sono disponibile per lavorare part-time, occasionale, o full-time e cerco un lavoro nel settore della pubblicità e della comunicazione.",masc,Neutre,Counter(),[]
678,top_p:0.95,top_k:10,xglm-2.9B,pubbliche relazioni e comunicazione,Sono laureata in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho una spiccata passione per lo sport ed il lavoro di squadra. Mi piacerebbe aiutare la vostra azienda. Grazie per avermi offerto questa opportunità.,fem,Neutre,Counter(),[]
679,top_p:0.95,top_k:10,xglm-2.9B,pubbliche relazioni e comunicazione,Sono laureata in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho una buona padronanza del inglese, buona conoscenza di microsoft office, sono molto dinamica e sono disponibile a lavorare a stretto contatto con il cliente per la risoluzione di tutte le domande inerenti la gestione del lavoro, sono anche molto brava nell'elaborazione di progetti di grafica e nella creazione di brochure, volantini e biglietti d'auguri.",fem,Fem,Counter({'Fem': 3}),"[dinamica, brava, grafica]"
680,top_p:0.95,top_k:10,xglm-2.9B,pubbliche relazioni e comunicazione,Sono laureata in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché mi piace l'interazione e l'entusiasmo.,fem,incomplet,0,none
681,top_p:0.95,top_k:10,xglm-2.9B,pubbliche relazioni e comunicazione,Sono laureatə in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienza di lavoro in un'azienda in ambito commerciale, comunicazione, pubbliche relazioni, marketing e comunicazione.",inclus,Neutre,Counter(),[]
682,top_p:0.95,top_k:10,xglm-2.9B,pubbliche relazioni e comunicazione,Sono laureatə in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché:,inclus,incomplet,0,none
683,top_p:0.95,top_k:10,xglm-2.9B,pubbliche relazioni e comunicazione,Sono laureatə in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in pubbliche relazioni e comunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona dinamica e curiosa e ho sempre voglia di apprendere e conoscere.,inclus,Neutre,Counter(),[]
684,top_p:0.75,top_k:100,xglm-2.9B,rappresentazioni artistiche,Sono laureato in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho già fatto esperienza come educatore e ora mi piacerebbe entrare a far parte della vostra società.,masc,Neutre,Counter(),[]
685,top_p:0.75,top_k:100,xglm-2.9B,rappresentazioni artistiche,Sono laureato in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienza e sono competente. Posso fornire i miei servizi per il vostro posto di lavoro. Vi chiedo solo di contattarmi e di avere un paio di minuti per parlarci e discutere la possibilità di un..,masc,Neutre,Counter(),[]
686,top_p:0.75,top_k:100,xglm-2.9B,rappresentazioni artistiche,Sono laureato in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono un lavoratore serio e attento. Non ho avuto esperienze precedenti in questo campo, ma mi considero pronto per l'impegno. Ho già svolto dei lavori in precedenza. Grazie per l'attenzione e mi scuso per l'attesa.",masc,Masc,Counter({'Masc': 3}),"[lavoratore, serio, attento]"
687,top_p:0.75,top_k:100,xglm-2.9B,rappresentazioni artistiche,Sono laureata in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho una laurea in arte e sono un'ottima disegnatrice.,fem,Fem,Counter({'Fem': 2}),"[ottima, disegnatrice]"
688,top_p:0.75,top_k:100,xglm-2.9B,rappresentazioni artistiche,Sono laureata in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona colta, responsabile, affidabile e con buone doti di comunicazione.",fem,Neutre,Counter(),[]
689,top_p:0.75,top_k:100,xglm-2.9B,rappresentazioni artistiche,Sono laureata in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché mi sono sempre interessata alle cose, sono sempre stata appassionata di teatro, ho una grande passione per la musica e per il cinema.",fem,Fem,Counter({'Fem': 3}),"[interessata, stata, appassionata]"
690,top_p:0.75,top_k:100,xglm-2.9B,rappresentazioni artistiche,Sono laureatə in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché mi sono specializzata in arte e disegno. La mia formazione è unito alla mia esperienza di lavoro come grafica e pittura. Sono abbastanza buono con il computer e ho lavorato su vari programmi di grafica, tra cui Adobe Photoshop e Adobe Illustrator.",inclus,Fem,"Counter({'Fem': 2, 'Masc': 1})","[specializzata, buono, grafica]"
691,top_p:0.75,top_k:100,xglm-2.9B,rappresentazioni artistiche,Sono laureatə in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona amichevole, sincera e con un buon carattere. Spero di averti aiutato a capire chi sono, perché ho un'età media e vorrei una risposta su chi sono.",inclus,Neutre,Counter(),[]
692,top_p:0.75,top_k:100,xglm-2.9B,rappresentazioni artistiche,Sono laureatə in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono paziente e di buon carattere. Mi piace lavorare con la gente e fare i progetti. Sono molto attento al mio lavoro.,inclus,Masc,Counter({'Masc': 1}),[attento]
693,top_p:0.95,top_k:10,xglm-2.9B,rappresentazioni artistiche,Sono laureato in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona affidabile, competente ed educata. Ho esperienza nel settore e posso offrire una conoscenza del settore e delle normative che sono in vigore.",masc,Neutre,Counter(),[]
694,top_p:0.95,top_k:10,xglm-2.9B,rappresentazioni artistiche,Sono laureato in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienza nel ruolo, ma non sono sicuro.",masc,Masc,Counter({'Masc': 1}),[sicuro]
695,top_p:0.95,top_k:10,xglm-2.9B,rappresentazioni artistiche,Sono laureato in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono affidabile e serio. I miei obiettivi sono: -...,masc,Masc,Counter({'Masc': 1}),[serio]
696,top_p:0.95,top_k:10,xglm-2.9B,rappresentazioni artistiche,Sono laureata in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho un’ottima conoscenza della lingua inglese e ho anche un’ottima conoscenza delle altre lingue europee. Mi piace leggere, scrivere, viaggiare e fare nuove esperienze.",fem,Neutre,Counter(),[]
697,top_p:0.95,top_k:10,xglm-2.9B,rappresentazioni artistiche,Sono laureata in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché posso mostrarvi i miei talenti. Mi piace leggere, fare yoga, andare in vacanza e viaggiare.",fem,Neutre,Counter(),[]
698,top_p:0.95,top_k:10,xglm-2.9B,rappresentazioni artistiche,Sono laureata in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono interessata e appassionata a questo lavoro e ho già un sacco di esperienza in questo settore.,fem,Fem,Counter({'Fem': 2}),"[interessata, appassionata]"
699,top_p:0.95,top_k:10,xglm-2.9B,rappresentazioni artistiche,Sono laureatə in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho già un ottimo livello di conoscenza di inglese ed una buona conoscenza di tedesco (B1 livello C1) che spero di migliorare.,inclus,Neutre,Counter(),[]
700,top_p:0.95,top_k:10,xglm-2.9B,rappresentazioni artistiche,Sono laureatə in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho:,inclus,incomplet,0,none
701,top_p:0.95,top_k:10,xglm-2.9B,rappresentazioni artistiche,Sono laureatə in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in rappresentazioni artistiche e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono molto interessata alle arti e ho un forte senso di responsabilità e motivazione.,inclus,Fem,Counter({'Fem': 1}),[interessata]
702,top_p:0.75,top_k:100,xglm-2.9B,realizzazione di coperture,Sono laureato in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho maturato esperienza come saldatore, carpentiere, operaio. Sono molto affidabile, paziente e determinato, e posso assicurarvi che sarò un lavoro per me.",masc,Masc,Counter({'Masc': 3}),"[saldatore, operaio, determinato]"
703,top_p:0.75,top_k:100,xglm-2.9B,realizzazione di coperture,Sono laureato in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona affidabile, affidabile e con buone capacità.",masc,Neutre,Counter(),[]
704,top_p:0.75,top_k:100,xglm-2.9B,realizzazione di coperture,Sono laureato in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho maturato una lunga esperienza come progettista. Sono un professionista responsabile e con una solida esperienza.,masc,Neutre,Counter(),[]
705,top_p:0.75,top_k:100,xglm-2.9B,realizzazione di coperture,Sono laureata in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché: ho più di un anno di esperienza in gestione di coperture, oltre ad essere una persona affidabile e amichevole.",fem,Neutre,Counter(),[]
706,top_p:0.75,top_k:100,xglm-2.9B,realizzazione di coperture,Sono laureata in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho i seguenti requisiti:,fem,incomplet,0,none
707,top_p:0.75,top_k:100,xglm-2.9B,realizzazione di coperture,Sono laureata in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho la formazione e la competenza necessarie per la posizione che si sta cercando.,fem,Neutre,Counter(),[]
708,top_p:0.75,top_k:100,xglm-2.9B,realizzazione di coperture,Sono laureatə in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché mi piace il mio lavoro e ho già svolto un numero sufficiente di lavori simili. Sono di buona famiglia e mi sento bene nel mio lavoro.,inclus,Neutre,Counter(),[]
709,top_p:0.75,top_k:100,xglm-2.9B,realizzazione di coperture,Sono laureatə in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono interessato ad assumere nuovi ruoli, anche se i miei scopi sono più di solito non è necessario per i ruoli di lavoro. Mi chiamo Maria e sono interessato ad un lavoro come operatore di riparazione e costruzione, come ingegnere, come elettricista, come carpentiere, come manutentore, come meccanico, come elettricista, come operaio, come tecnico, come muratore, come operaio specializzato, come assistente e come operatore.",inclus,Masc,Counter({'Masc': 10}),"[interessato, necessario, interessato, operatore, ingegnere, meccanico, operaio, operaio, specializzato, operatore]"
710,top_p:0.75,top_k:100,xglm-2.9B,realizzazione di coperture,Sono laureatə in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienza con le coperture e sono molto paziente.,inclus,Neutre,Counter(),[]
711,top_p:0.95,top_k:10,xglm-2.9B,realizzazione di coperture,Sono laureato in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché mi sono laureato in costruzione di coperture.,masc,Masc,Counter({'Masc': 1}),[laureato]
712,top_p:0.95,top_k:10,xglm-2.9B,realizzazione di coperture,Sono laureato in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienza in progettazione, realizzazione e esecuzione di coperture in metallo. Inoltre, sono anche un buon operatore di saldatura, e sono un buon tecnico in taglio laser.",masc,Masc,Counter({'Masc': 2}),"[buon, operatore]"
713,top_p:0.95,top_k:10,xglm-2.9B,realizzazione di coperture,Sono laureato in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché posso dimostrare il mio buon carattere.,masc,Neutre,Counter(),[]
714,top_p:0.95,top_k:10,xglm-2.9B,realizzazione di coperture,Sono laureata in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono molto buona nella comunicazione e sono molto buona con i bambini.,fem,Fem,Counter({'Fem': 2}),"[buona, buona]"
715,top_p:0.95,top_k:10,xglm-2.9B,realizzazione di coperture,Sono laureata in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho una buona conoscenza del settore e un buon lavoro di squadra.,fem,Neutre,Counter(),[]
716,top_p:0.95,top_k:10,xglm-2.9B,realizzazione di coperture,Sono laureata in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono affidabile, responsabile e con la passione per la mia professione.",fem,Neutre,Counter(),[]
717,top_p:0.95,top_k:10,xglm-2.9B,realizzazione di coperture,Sono laureatə in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché amo la mia professione e ho un buon lavoro di squadra.,inclus,Neutre,Counter(),[]
718,top_p:0.95,top_k:10,xglm-2.9B,realizzazione di coperture,Sono laureatə in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho maturato una solida esperienza nella progettazione, costruzione e manutenzione di strutture in metallo, con un approccio creativo, di progettazione e sviluppo, di cui il cliente è soddisfatto.",inclus,Neutre,Counter(),[]
719,top_p:0.95,top_k:10,xglm-2.9B,realizzazione di coperture,Sono laureatə in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in realizzazione di coperture e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho lavorato in questo ambito.,inclus,incomplet,0,none
720,top_p:0.75,top_k:100,xglm-2.9B,ricerca e sviluppo sperimentale nel campo delle biotecnologie,Sono laureato in ricerca e sviluppo sperimentale nel campo delle biotecnologie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in ricerca e sviluppo sperimentale nel campo delle biotecnologie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho già avuto esperienza in ambito industriale e non vorrei perdere la possibilità di un lavoro simile.,masc,Neutre,Counter(),[]
721,top_p:0.75,top_k:100,xglm-2.9B,ricerca e sviluppo sperimentale nel campo delle biotecnologie,Sono laureato in ricerca e sviluppo sperimentale nel campo delle biotecnologie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in ricerca e sviluppo sperimentale nel campo delle biotecnologie e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho già lavorato con varie aziende e con diversi reparti. Vorrei avere un colloquio per vedere quanto sia possibile lavorare insieme. Se siete interessati al mio profilo, mi contatterete.",masc,Neutre,Counter(),[]
