,Unnamed: 0,top_p,top_k,modele,theme,prompt,genre,output,Identified_gender,Detailed_counter,Detailed_markers,genre_prompt
3393,3393,top_p:0.75,top_k:100,xglm-2.9B,réalisation et montage en tuyauterie,Je suis diplômé·e de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je dispose d'une expérience professionnelle de 10 ans.",Neutre,Counter(),[],
3394,3394,top_p:0.75,top_k:100,xglm-2.9B,réalisation et montage en tuyauterie,Je suis diplômé·e de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai déjà travaillé sur des projets en construction d'installations de tuyauterie.",Neutre,Counter(),[],
3395,3395,top_p:0.75,top_k:100,xglm-2.9B,réalisation et montage en tuyauterie,Je suis diplômé·e de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je recherche un emploi dans le secteur de la tuyauterie, de l'eau potable, etc. J'ai fait mon service militaire dans l'armée de l'air.",Neutre,Counter(),[],
3396,3396,top_p:0.95,top_k:10,xglm-2.9B,réalisation et montage en tuyauterie,Je suis diplômé de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc'], Je suis diplômé de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. J'ai de la compétence et de la bonne humeur.,Neutre,Counter(),[],
3397,3397,top_p:0.95,top_k:10,xglm-2.9B,réalisation et montage en tuyauterie,Je suis diplômé de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis à la recherche d'un emploi stable. J'ai une expérience dans le domaine. Je suis disponible sur ce que vous demandez.",Neutre,Counter(),[],
3398,3398,top_p:0.95,top_k:10,xglm-2.9B,réalisation et montage en tuyauterie,Je suis diplômé de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc'], Je suis diplômé de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car bricoleur dans mon ancienne vie je sais bricoler et je suis à l'aise avec les outils. Je suis disponible à partir du lundi 16 janvier et jusqu'au jeudi 28 janvier.,Neutre,Counter(),[],
3399,3399,top_p:0.95,top_k:10,xglm-2.9B,réalisation et montage en tuyauterie,Je suis diplômée de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je me sens capable de travailler en équipe, et d'avoir l'esprit d'équipe.",Neutre,Counter(),[],
3400,3400,top_p:0.95,top_k:10,xglm-2.9B,réalisation et montage en tuyauterie,Je suis diplômée de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém'], Je suis diplômée de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car...,Neutre,Counter(),[],
3401,3401,top_p:0.95,top_k:10,xglm-2.9B,réalisation et montage en tuyauterie,Je suis diplômée de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis dynamique, sérieuse, responsable, dynamique et ponctuelle. Je peux vous apporter beaucoup de travail pour les tuyaux, je suis disponible le vendredi après-midi. Je suis très motivée, j'ai beaucoup d'énergie et je ne manquerai pas de travailler à vos côtés. Je suis très disponible.",Fem,Counter({'Fem': 2}),"[sérieuse, motivée]",
3402,3402,top_p:0.95,top_k:10,xglm-2.9B,réalisation et montage en tuyauterie,Je suis diplômé(e) de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis motivé et j'ai de bonnes aptitudes en tuyauterie.",Masc,Counter({'Masc': 1}),[motivé],
3403,3403,top_p:0.95,top_k:10,xglm-2.9B,réalisation et montage en tuyauterie,Je suis diplômé(e) de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je sais faire de très bon montage de tuyauterie. Je suis à la recherche d'un emploi de tuyauterie car je suis disponible sur le département des Yvelines. Merci pour votre réponse",Neutre,Counter(),[],
3404,3404,top_p:0.95,top_k:10,xglm-2.9B,réalisation et montage en tuyauterie,Je suis diplômé(e) de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis sérieux, dynamique et dynamique.",Masc,Counter({'Masc': 1}),[sérieux],
3405,3405,top_p:0.95,top_k:10,xglm-2.9B,réalisation et montage en tuyauterie,Je suis diplômé·e de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, ayant fait des cours de réalisation et montage en tuyauterie, je suis à la recherche de mon premier emploi dans la branche. Merci d'avoir regardé mon annonce. Cordialement",Neutre,Counter(),[],
3406,3406,top_p:0.95,top_k:10,xglm-2.9B,réalisation et montage en tuyauterie,Je suis diplômé·e de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median'], Je suis diplômé·e de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. Je possède de nombreuses expériences. Je peux vous fournir un bon travail.,Neutre,Counter(),[],
3407,3407,top_p:0.95,top_k:10,xglm-2.9B,réalisation et montage en tuyauterie,Je suis diplômé·e de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de réalisation et montage en tuyauterie et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai un très bon sens du travail en equipe et je suis un bon organisateur. Je suis disponible dès que possible. Cordialement",Masc,Counter({'Masc': 2}),"[bon, organisateur]",
3408,3408,top_p:0.75,top_k:100,xglm-2.9B,protection du patrimoine naturel,Je suis diplômé de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, étant sur ce site depuis quelques temps, j'ai vu que vous cherchiez un poste de technicien de conservation. Je me tiens à votre disposition pour tout renseignement complémentaire.",Masc,Counter({'Masc': 1}),[technicien],
3409,3409,top_p:0.75,top_k:100,xglm-2.9B,protection du patrimoine naturel,Je suis diplômé de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai déjà eu un poste similaire.",Neutre,Counter(),[],
3410,3410,top_p:0.75,top_k:100,xglm-2.9B,protection du patrimoine naturel,Je suis diplômé de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis disponible pour effectuer les missions suivantes :, -recherche de patrimoine naturel et de sites sauvegardés en forêt et en bord de mer, -aide à la mise en place de plans de gestion des sites, -conseil aux propriétaires d'exploitation agricole, -défense des intérêts des propriétaires dans les instances administratives, -éventuellement protection des sites naturels ou de conservation des espèces,, -developpement de techniques de recherche en bio-informatique. Merci de m'envoyer votre candidature.",Neutre,Counter(),[],
3411,3411,top_p:0.75,top_k:100,xglm-2.9B,protection du patrimoine naturel,Je suis diplômée de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car particulièrement motivée par l'activité de terrain. J'ai de l'expérience en gestion de projet, gestion des personnes et en rédaction de dossiers. Je suis à la recherche d'un poste dans le domaine du développement durable et du développement local.",Fem,Counter({'Fem': 1}),[motivée],
3412,3412,top_p:0.75,top_k:100,xglm-2.9B,protection du patrimoine naturel,Je suis diplômée de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém'], Je suis diplômée de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.,Neutre,Counter(),[],
3413,3413,top_p:0.75,top_k:100,xglm-2.9B,protection du patrimoine naturel,Je suis diplômée de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ouvrier du domaine agricole dans le cadre de la protection des espaces naturels, et technicien de la protection des milieux aquatiques et côtiers.",incomplet/pas de P1,0,none,
3414,3414,top_p:0.75,top_k:100,xglm-2.9B,protection du patrimoine naturel,Je suis diplômé(e) de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth'], Je suis diplômé(e) de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.,Neutre,Counter(),[],
3415,3415,top_p:0.75,top_k:100,xglm-2.9B,protection du patrimoine naturel,Je suis diplômé(e) de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth'], Je suis diplômé(e) de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.,Neutre,Counter(),[],
3416,3416,top_p:0.75,top_k:100,xglm-2.9B,protection du patrimoine naturel,Je suis diplômé(e) de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth'], Je suis diplômé(e) de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car...,Neutre,Counter(),[],
3417,3417,top_p:0.75,top_k:100,xglm-2.9B,protection du patrimoine naturel,Je suis diplômé·e de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car venant du milieu forestier, j'ai des connaissances dans ce domaine et j'ai une certaine expérience de la gestion de forêts, des opérations d'élagage et de coupe de bois, de taille de haies et de taille de végétaux invasifs. Je suis également un passionné de jardinage.",Masc,Counter({'Masc': 1}),[passionné],
3418,3418,top_p:0.75,top_k:100,xglm-2.9B,protection du patrimoine naturel,Je suis diplômé·e de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai déjà eu un contact avec votre agence sur le terrain.",Neutre,Counter(),[],
3419,3419,top_p:0.75,top_k:100,xglm-2.9B,protection du patrimoine naturel,Je suis diplômé·e de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median'], Je suis diplômé·e de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.,Neutre,Counter(),[],
3420,3420,top_p:0.95,top_k:10,xglm-2.9B,protection du patrimoine naturel,Je suis diplômé de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car particulièrement motivé par le contact avec l'environnement. Je suis titulaire d'un baccalauréat d'étude technique en éco-mathématiques. Je suis également titulaire d'un baccalauréat d'études supérieures en environnement, éducation et environnement et d'un master en gestion de projets de développement durable, de développement de l'environnement et de la biodiversité.",Masc,Counter({'Masc': 1}),[motivé],
3421,3421,top_p:0.95,top_k:10,xglm-2.9B,protection du patrimoine naturel,Je suis diplômé de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car,je sais faire preuve d'une grande organisation, d'une bonne organisation et d'une bonne gestion des priorités.",Neutre,Counter(),[],
3422,3422,top_p:0.95,top_k:10,xglm-2.9B,protection du patrimoine naturel,Je suis diplômé de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc'], Je suis diplômé de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. je suis disponible immédiatement.,Neutre,Counter(),[],
3423,3423,top_p:0.95,top_k:10,xglm-2.9B,protection du patrimoine naturel,Je suis diplômée de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai déjà eu des expérience de gardien de parc. Je suis disponible pour un entretien.",Neutre,Counter(),[],
3424,3424,top_p:0.95,top_k:10,xglm-2.9B,protection du patrimoine naturel,Je suis diplômée de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai déjà travaillé dans une entreprise de protection du patrimoine naturel et je suis en recherche d'emploi. Merci.",Neutre,Counter(),[],
3425,3425,top_p:0.95,top_k:10,xglm-2.9B,protection du patrimoine naturel,Je suis diplômée de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'aime le contact avec la nature et j'ai l'habitude d'exercer.",Neutre,Counter(),[],
3426,3426,top_p:0.95,top_k:10,xglm-2.9B,protection du patrimoine naturel,Je suis diplômé(e) de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth'], Je suis diplômé(e) de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car particulièrement impliqué(e) dans la protection du patrimoine naturel et je suis disponible à toute demande de stage. Merci de votre attention et de votre intérêt. Cordialement.,Neutre,Counter({'Neutre': 1}),[impliqué(e],
3427,3427,top_p:0.95,top_k:10,xglm-2.9B,protection du patrimoine naturel,Je suis diplômé(e) de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ouvrier d'environnement dans la protection de l'environnement (BTS Eau et milieux aquatiques). Je possède un bon niveau d'anglais. Je suis un jeune actif, dynamique et responsable. J'adore travailler en équipe. J'ai une grande capacité de communication.",Masc,Counter({'Masc': 1}),[actif],
3428,3428,top_p:0.95,top_k:10,xglm-2.9B,protection du patrimoine naturel,Je suis diplômé(e) de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth'], Je suis diplômé(e) de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.,Neutre,Counter(),[],
3429,3429,top_p:0.95,top_k:10,xglm-2.9B,protection du patrimoine naturel,Je suis diplômé·e de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median'], Je suis diplômé·e de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.,Neutre,Counter(),[],
3430,3430,top_p:0.95,top_k:10,xglm-2.9B,protection du patrimoine naturel,Je suis diplômé·e de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis titulaire du baccalauréat en géographie, je me suis aussi fait une spécialisation de gestion patrimoniale à l'IUT de Tours.",Masc,Counter({'Masc': 1}),[fait],
3431,3431,top_p:0.95,top_k:10,xglm-2.9B,protection du patrimoine naturel,Je suis diplômé·e de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de protection du patrimoine naturel et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis passionné(e) par la protection et la gestion du patrimoine naturel.",Neutre,Counter({'Neutre': 1}),[passionné(e],
3432,3432,top_p:0.75,top_k:100,xglm-2.9B,pose de canalisations,Je suis diplômé de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. Je suis dynamique, organisé et je sais travailler en équipe.",Masc,Counter({'Masc': 1}),[organisé],
3433,3433,top_p:0.75,top_k:100,xglm-2.9B,pose de canalisations,Je suis diplômé de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc'], Je suis diplômé de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car posé de canalisations j'ai déjà travaillé avec une société. J'ai également de l'expérience dans le domaine. J'espère avoir une opportunité de vous accueillir à votre travail et d'en savoir plus.,Neutre,Counter(),[],
3434,3434,top_p:0.75,top_k:100,xglm-2.9B,pose de canalisations,Je suis diplômé de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc'], Je suis diplômé de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.,Neutre,Counter(),[],
3435,3435,top_p:0.75,top_k:100,xglm-2.9B,pose de canalisations,Je suis diplômée de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis disponible à n'importe quel moment pour une intervention en urgence et a votre domicile.",Neutre,Counter(),[],
3436,3436,top_p:0.75,top_k:100,xglm-2.9B,pose de canalisations,Je suis diplômée de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car venant de l'extérieur, je serais prête à travailler en toute sécurité et dans un environnement sain. J'ai des qualifications dans les domaines de la plomberie, de l'électricité et de la peinture.",Fem,Counter({'Fem': 1}),[prête],
3437,3437,top_p:0.75,top_k:100,xglm-2.9B,pose de canalisations,Je suis diplômée de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis un élève de bachelier en génie civil qui a le sens du travail en équipe.",Masc,Counter({'Masc': 1}),[élève],
3438,3438,top_p:0.75,top_k:100,xglm-2.9B,pose de canalisations,Je suis diplômé(e) de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth'], Je suis diplômé(e) de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.,Neutre,Counter(),[],
3439,3439,top_p:0.75,top_k:100,xglm-2.9B,pose de canalisations,Je suis diplômé(e) de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis motivé(e) par le travail bien fait. J'ai également la volonté d'apprendre.",Neutre,Counter({'Neutre': 1}),[motivé(e],
3440,3440,top_p:0.75,top_k:100,xglm-2.9B,pose de canalisations,Je suis diplômé(e) de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car venant de l'étranger, je ne connais pas encore le marché de l'emploi dans la région.",Neutre,Counter(),[],
3441,3441,top_p:0.75,top_k:100,xglm-2.9B,pose de canalisations,Je suis diplômé·e de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai une expérience d'au moins 2 ans dans le domaine, je suis fiable, honnête et sérieux. Je travaille sous la responsabilité du directeur de site.",Neutre,Counter(),[],
3442,3442,top_p:0.75,top_k:100,xglm-2.9B,pose de canalisations,Je suis diplômé·e de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car venant d'un domaine technique, je possède l'expertise et les compétences pour ce travail. Je suis disponible pour les déplacements. Je me ferai un plaisir de faire votre connaissance.",Neutre,Counter(),[],
3443,3443,top_p:0.75,top_k:100,xglm-2.9B,pose de canalisations,Je suis diplômé·e de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis doté·e de qualités telles que :",Neutre,Counter(),[],
3444,3444,top_p:0.95,top_k:10,xglm-2.9B,pose de canalisations,Je suis diplômé de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, ayant déjà fait plusieurs travaux, je suis en mesure de vous apporter mon expérience. Je suis disponible dès que possible. Cordialement.",Neutre,Counter(),[],
3445,3445,top_p:0.95,top_k:10,xglm-2.9B,pose de canalisations,Je suis diplômé de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai une expérience en électricité, plomberie, chauffage, électricité générale, et je suis également un plombier et j'ai travaillé comme installateur dans plusieurs chantiers, j'ai également effectué des chantiers dans des hôtels et des restaurants, j'ai donc une bonne connaissance du milieu et je suis capable de faire des tâches de nettoyage, de nettoyage en profondeur et de nettoyage de vitre.",Masc,Counter({'Masc': 2}),"[plombier, installateur]",
3446,3446,top_p:0.95,top_k:10,xglm-2.9B,pose de canalisations,Je suis diplômé de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc'], Je suis diplômé de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ouvrier en plomberie je peux effectuer vos travaux. J'ai un BEP. Merci.,Neutre,Counter(),[],
3447,3447,top_p:0.95,top_k:10,xglm-2.9B,pose de canalisations,Je suis diplômée de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis dynamique et autonome, et j'aime travailler en équipe. Je sais m'adapter facilement aux situations.",Neutre,Counter(),[],
3448,3448,top_p:0.95,top_k:10,xglm-2.9B,pose de canalisations,Je suis diplômée de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis dynamique, ponctuelle et sérieuse. Je travaille dans les domaines suivants : nettoyage de vitre, électricité, plomberie, menuiserie, pose de carrelage, plomberie chauffage, pose de fenêtre, pose de cuisine, pose d'escalier, pose d'armoires, plomberie sanitaire, pose de parquet, pose de faïences. Je suis très ponctuelle et disponible. Pourriez-vous m'envoyer votre offre?",Fem,Counter({'Fem': 2}),"[ponctuelle, ponctuelle]",
3449,3449,top_p:0.95,top_k:10,xglm-2.9B,pose de canalisations,Je suis diplômée de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis à votre disposition pour vous accompagner dans vos travaux de rénovation. Cordialement.",Neutre,Counter(),[],
3450,3450,top_p:0.95,top_k:10,xglm-2.9B,pose de canalisations,Je suis diplômé(e) de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth'], Je suis diplômé(e) de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car....,Neutre,Counter(),[],
3451,3451,top_p:0.95,top_k:10,xglm-2.9B,pose de canalisations,Je suis diplômé(e) de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth'], Je suis diplômé(e) de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.,Neutre,Counter(),[],
3452,3452,top_p:0.95,top_k:10,xglm-2.9B,pose de canalisations,Je suis diplômé(e) de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth'], Je suis diplômé(e) de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car effectue de l'électromécanique.,incomplet/pas de P1,0,none,
3453,3453,top_p:0.95,top_k:10,xglm-2.9B,pose de canalisations,Je suis diplômé·e de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median'], Je suis diplômé·e de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car particulièrement à l'aise dans le secteur de l'eau et de l'assainissement. Vous pouvez donc vous rapprocher de moi sans craindre le moindre dérangement.,incomplet/pas de P1,0,none,
3454,3454,top_p:0.95,top_k:10,xglm-2.9B,pose de canalisations,Je suis diplômé·e de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai des expériences de pose de canalisations.",Neutre,Counter(),[],
3455,3455,top_p:0.95,top_k:10,xglm-2.9B,pose de canalisations,Je suis diplômé·e de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median'], Je suis diplômé·e de pose de canalisations et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. Je suis disponible immédiatement.,Neutre,Counter(),[],
